Borough,District,Building Code,DBN,School Name,SchoolFood Code,Breakfast Before Bell ADP             FY18,Breakfast Before Bell ADP             FY19,"Breakfast In Classroom ADP (where available - see ""Key"" tab)           FY18","Breakfast In Classroom ADP (where available - see ""Key"" tab)           FY19",Breakfast Before Bell (Y = breakfast before bell in Any Part of DBN)          FY18,Breakfast Before Bell (Y = breakfast before bell in Any Part of DBN)           FY19,Breakfast In Classroom Offered (Y = BIC in Any Part of DBN)                      FY18,Breakfast In Classroom Offered (Y = BIC in Any Part of DBN)                      FY19,Grab & Go Offered (Y = G&G in Any Part of DBN)                       FY18,Grab & Go Offered (Y = G&G in Any Part of DBN)                       FY19,Lunches ADP            FY18,Lunches ADP            FY19,Salad bar  (Y = Salad Bar offered in building)                 FY18,Salad bar  (Y = Salad Bar offered in building)                 FY19,Snacks ADP            FY18,Snacks ADP            FY19,Suppers ADP            FY18,Suppers ADP            FY19
X,9,X145,09X328,New Millenium Business Acad. MS,9328,46,62,,,true,true,,,,,145,154,true,true,117,55,53,75
X,9,X410,09X329,Dreamyard Preparatory School,9329,41,34,,,true,true,,,,,82,65,true,true,,,,
X,9,X147,09X339,I.S. 339,9339,109,102,,,true,true,,,,,294,296,true,true,29,34,93,73
X,9,X410,09X350,New Directions Secondary School,9350,36,27,,,true,true,,,,,72,55,true,true,8,49,22,15
X,9,X285,09X361,The Highbridge Green School,9361,56,72,,,true,true,,,,,284,288,true,true,254,268,38,
X,9,X082,09X365,Academy for Language and Technology,9365,26,15,,,true,true,,,,,186,189,true,true,123,149,49,61
X,9,X145,84X380,Success Academy Charter Schools -Bronx 3 Upper,9380,125,268,,,true,,,,,true,188,352,true,true,,,,
X,9,X410,09X413,Bronx HS for Medical Science,9413,84,74,,,true,true,,,,,205,164,true,true,,,64,57
X,9,X172,09X011,P.S. 011 Highbridge,9460,98,80,,,true,true,,,true,true,176,147,true,true,,,,
X,9,X042,75X469,P469X @ X042,9469,64,66,,,true,,,,true,true,64,66,,,,,,
X,9,X147,75X469,P469X at X147,9470,42,49,,,true,,,,true,true,43,49,true,true,,,,
X,9,XAJG,84X486,Rosalyn Yalow Charter School,9486,224,207,,,true,,,,,,299,272,,,189,140,,14
X,9,X410,09X412,Bronx High School of Business,9517,56,49,,,true,true,,,,,110,94,true,true,37,30,,
X,9,X876,09X525,Bronx Leadership Academy High School,9529,64,57,,,true,true,,,,,203,202,true,true,,18,,
X,9,X465,09X231,Eagle Academy for Young Men,9531,113,93,,,true,true,,,,,301,302,true,true,,45,53,38
X,9,X970,09X252,Mott Hall Bronx High School,9552,24,18,,,true,true,,,,,129,94,true,true,,,55,26
X,9,X240,09X555,Mount Eden Children's Academy,9555,189,171,,,true,true,,true,,,397,395,true,true,73,69,127,122
X,9,X970,09X263,Validus Preparatory Academy: An Expeditionary Learning School,9563,14,10,,,true,true,,,,,144,118,true,true,77,57,,
X,9,X410,09X564,Claremont International HS,9564,105,90,,,true,true,,,,,203,166,true,true,33,40,,27
X,9,X117,09X568,Young Women's Leadership School of the Bronx,9568,66,63,,,true,true,,,,,214,314,true,true,65,69,5,
X,9,X582,09X582,Pre-K Center at 1434 Ogden Avenue,9582,68,68,,,true,true,,,,,73,71,,,,,,
X,9,XAXC,84X486,Rosalyn Yalow Charter School Annex,9586,,76,,,true,,,,,,,98,,,,87,,
X,9,X145,09X593,South Bronx International Middle School,9593,,29,,,,true,,,,,,38,,true,,24,,29
X,9,X145,09X594,M.S. 594,9594,,31,,,,true,,,,,,114,,true,,,,52
X,9,X909,75X723,P723X at X909,9623,66,92,,,true,,,,true,true,73,96,,,,,,
X,9,X229,09X229,I.S. 229 Roland Patterson,9629,35,40,,,true,true,,,,,148,142,true,true,,,37,35
X,9,XASI,79Q950,P2G at Youth Build Bronx,9650,,7,,,true,,,,true,true,,7,,,,,,
X,9,XBBO,75X754,P754X at Triboro Nursing Home,9655,8,7,,,true,,,,,,8,7,,,,,,
X,9,X824,79X695,Passage Academy-Summit,9695,,29,,,,true,,,,,50,31,,,23,11,,
X,9,X338,75X723,P723X @ P204X,9823,31,37,,,true,,,,true,true,31,37,true,true,,,,
X,9,X235,75X723,P723X @ IS 218X,9824,17,13,,,true,,,,true,true,18,14,true,true,,,,
X,9,X717,84X717,Carl C. Icahn Charter Middle School,9833,10,8,,,true,,,,,,83,68,,,,,,
X,9,X851,09X053,PS 053 Basheer Quisim Annex,9855,143,117,,,true,,true,true,true,true,314,285,true,true,,34,,
X,9,XAWW,84X461,Metropolitan Lighthouse Charter School,9862,267,257,,,true,true,,,,,419,445,true,true,253,242,,
X,9,XABR,84X717,Icahn Charter School,9867,30,37,,,true,,,,,,140,138,,,117,140,,
X,9,XAFP,84X703,Bronx Preparatory Charter School,9903,180,148,,,true,true,,,,,429,398,true,true,,,,
X,9,X927,75X723,P723X @ PS 927,9924,20,25,,,true,,,,true,true,20,24,,,,,,
X,9,X980,79Q950,GED Plus - Citywide,9952,23,18,,,true,,,,true,true,32,20,,,,,,
X,9,XBBP,79Q950,GED Plus - Citywide,9954,5,6,,,true,,,,true,true,5,6,,,,,,
X,9,XAVK,79Q950,GED PLUS @ Bronx Neon,9956,7,6,,,true,,,,true,true,7,6,,,,,,
X,9,X410,79M984,LYFE Program @ Bronx HS of Business,9984,5,5,,,true,,,,,,5,5,true,true,5,5,,
X,9,X145,88X985,ALC - MS 145,9985,10,7,,,true,,,,,,21,11,true,true,,,,
X,10,X003,10X003,P.S. 3 Raul Julia Micro Society,10003,82,78,,,true,true,,true,,,248,223,true,true,35,,66,70
X,10,X007,10X007,P.S. 007 Kingsbridge,10007,135,120,1,1,true,true,,,,,525,480,true,true,129,110,,
X,10,X008,10X008,P.S. 008 Issac Varian,10008,162,139,,,true,true,,,,,599,536,true,true,62,128,81,72
X,10,X009,10X009,P.S. 9 Ryer Avenue Elementary School,10009,,,578,578,,,true,true,true,true,598,605,true,true,188,173,,
X,10,X015,75X010,P010X @ PS 15X,10010,88,102,,,true,,,,,,93,102,true,true,,,16,18
X,10,X015,10X015,P.S. X015 Institute for Environmental Learning,10015,66,66,,,true,true,,,,,301,296,true,true,150,108,154,156
X,10,X020,10X020,P.S. 20 P.O.George J. Werdan III,10020,147,156,,,true,true,,,,,602,572,true,true,57,42,211,184
X,10,X023,10X023,P.S. 023 The New Children's School,10023,310,281,,,true,true,true,true,true,true,410,374,true,true,30,,27,26
X,10,X024,10X024,P.S. 024 Spuyten Duyvil,10024,64,77,,,true,true,,,,,328,349,true,true,24,16,,
X,10,X026,10X390,M.S. 390,10026,65,48,,,true,true,,,,,290,307,true,true,76,82,132,86
X,10,X032,10X032,P.S. 032 Belmont,10032,334,297,,,true,true,true,true,true,true,716,660,true,true,103,125,90,
X,10,X033,10X033,P.S. 033 Timothy Dwight,10033,198,183,1,1,true,true,true,true,true,true,676,634,true,true,76,77,110,92
X,10,X034,75X188,P.S. X188,10034,195,196,,,true,,,,,,196,196,true,true,,,76,48
X,10,X037,10X037,P.S. X037 - Multiple Intelligence School,10037,142,140,,,true,true,,,,,423,423,true,true,98,110,111,107
X,10,X045,10X045,Thomas C. Giordano Middle School 45,10045,53,54,,,true,true,,,,,514,497,,true,37,49,97,92
X,10,X046,10X046,P.S. 046 Edgar Allan Poe,10046,368,313,,,true,,true,true,true,true,448,391,true,true,85,73,127,18
X,10,X054,10X054,P.S. / I.S. 54,10054,226,214,,,true,true,true,true,,true,407,396,true,true,51,60,,19
X,10,X056,10X056,P.S. 056 Norwood Heights,10056,170,178,,,true,true,,,,,532,496,true,true,63,54,,
X,10,X059,10X059,P.S. 059 The Community School of Technology,10059,224,215,,,true,true,,,true,true,420,394,true,true,63,72,140,185
X,10,X177,10X077,Bedford Park Elementary School,10077,142,205,,,true,true,true,true,,true,288,379,true,true,47,62,,
X,10,X080,10X080,J.H.S. 080 The Mosholu Parkway,10080,244,233,,,true,true,,,,,570,559,true,true,46,95,109,99
X,10,X081,10X081,P.S. 081 Robert J. Christen,10081,124,108,,,true,true,,,,,446,465,true,true,,,,
X,10,X852,10X308,Bronx Dance Academy School,10084,19,28,,,true,true,,,,,134,139,true,true,25,39,63,61
X,10,X085,10X085,P.S. 085 Great Expectations,10085,5,,730,730,true,,true,true,,,590,604,true,true,183,266,206,184
X,10,X086,10X086,P.S. 086 Kingsbridge Heights,10086,294,267,,,true,true,,,,,1294,1235,true,true,489,452,77,66
X,10,X091,10X091,P.S. 091 Bronx,10091,189,207,,,true,true,,,,,543,551,true,true,61,56,31,93
X,10,X094,10X094,P.S. 094 Kings College School,10094,185,168,,,true,,,,,,485,472,true,true,216,198,44,44
X,10,X095,10X095,P.S. 095 Sheila Mencher,10095,418,384,,,true,true,,,true,,855,870,true,true,57,48,147,79
X,10,X779,10X315,P.S. 315 Lab School,10099,84,76,,,true,true,,,,,191,172,true,true,42,46,,
X,10,X886,10X307,Luisa Pineiro Fuentes School of Science and Discovery,10107,161,152,,,true,true,,,,,339,303,,,46,48,,
X,10,X118,10X118,J.H.S. 118 William W. Niles,10118,98,92,,,true,true,,,,,814,634,true,true,58,57,116,59
X,10,X122,10X310,P.S. 310 Marble Hill,10122,283,257,1,1,true,true,,,,,547,518,true,true,85,71,,
X,10,X137,10X391,The Angelo Patri Middle School,10137,40,45,,,true,true,,,,,308,282,true,true,68,171,107,56
X,10,X141,10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),10141,74,87,,,true,true,,,,,568,605,true,true,189,171,90,59
X,10,X143,10X244,The New School for Leadership and Journalism,10143,83,69,,,true,true,,,,,404,411,true,true,29,39,179,125
X,10,X045,10X046,P.S. 046 Edgar Allan Poe Annex,10146,28,34,,,true,,true,true,true,true,106,96,,true,43,43,,
X,10,X159,10X159,P.S. 159 Luis Munoz Marin Biling,10159,128,134,,,true,true,true,true,true,true,170,170,true,true,,40,,
X,10,X020,75X168,P.S. 168,10168,128,130,,,true,,,,,true,147,150,true,true,,,,
X,10,X306,75X186,P186X @ P306X,10186,119,110,,,true,,,,true,,125,127,true,true,,,,
X,10,X205,10X205,P.S. 205 Fiorello Laguardia,10205,150,131,,,true,true,,,,,549,518,true,true,144,121,,
X,10,X206,10X206,I.S. 206 Ann Mersereau,10206,38,41,,,true,true,,,,,163,200,true,true,95,99,73,82
X,10,X209,10X209,P.S. 209,10209,128,146,,,true,true,true,true,true,true,218,233,,true,,,,
X,10,X475,10X213,Bronx Engineering and Technology Academy,10213,94,74,,,true,true,,,,,191,187,true,true,,,,
X,10,X095,10X344,Ampark Neighborhood,10222,167,177,,,true,true,,,true,,200,229,true,true,,,57,59
X,10,X826,10X226,P.S. 226,10226,392,376,,,true,true,true,true,,,404,380,true,true,65,46,84,46
X,10,X435,10X243,West Bronx Academy for the Future,10243,22,12,,,true,true,,,,,251,232,true,true,,,76,51
X,10,X254,10X254,I.S. 254,10254,100,119,,,true,true,,,,,290,280,true,true,54,58,134,81
X,10,X660,10X264,Bronx Academy For Software Engineeri,10264,88,84,,,true,true,,,,,184,178,true,true,,,,
X,10,X368,10X368,In-Tech Academy (M.S. / High School 368),10265,82,107,,,true,true,,,,,456,435,true,true,32,73,73,
X,10,X279,10X279,"P.S. 279 Captain Manuel Rivera, Jr.",10279,113,,,,true,true,,true,true,true,607,531,true,true,51,27,173,84
X,10,X080,10X280,P.S./M.S. 280 Mosholu Parkway,10280,134,138,,,true,true,,,,,501,505,true,true,,64,,
X,10,X475,10X284,Bronx School of Law and Finance,10284,79,69,,,true,true,,,,,134,117,true,true,18,,,
X,10,X306,10X306,P.S. 306,10306,166,162,,,true,true,,true,,true,584,529,true,true,36,22,129,84
X,10,X306,10X331,The Bronx School of Young Leaders,10331,345,336,,,true,true,,,,,259,263,true,true,79,107,95,70
X,10,X340,10X340,P.S. 340,10340,302,296,,,true,true,true,true,true,true,506,475,true,true,44,57,,
X,10,X137,10X225,Theatre Arts Production Company School,10346,62,53,,,true,true,,,,,197,171,true,true,12,36,70,37
X,10,X440,10X351,Bronx Collaborative High School,10351,15,43,,,true,true,,,,,113,147,true,true,41,37,,
X,10,X440,10X353,World View High School,10353,20,23,,,true,true,,,,,179,197,true,true,153,,,
X,10,X360,10X360,P.S. 360,10360,356,273,,,true,true,true,true,,,356,310,true,true,,,,
X,10,X115,10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,10363,186,78,,,true,true,,,,,353,386,true,true,294,82,115,66
X,10,X435,10X374,Knowledge and Power Preparatory Academy Internatio,10374,49,59,,,true,true,,,,,150,138,true,true,,,,
X,10,X079,10X382,"Elementary School for Math, Science, and Technology",10382,76,80,,,true,true,,,,,209,196,true,true,38,35,135,131
X,10,X079,10X386,School for Environmental Citizenship,10387,251,254,,,true,true,,,,,487,481,true,true,37,43,17,36
X,10,X026,10X396,P.S. 396,10395,251,228,,,true,true,,,,,230,194,true,true,63,64,56,
X,10,X475,10X397,English Language Learners and International Support Preparatory Academy (ELLIS),10397,65,91,,,true,true,,,,,146,146,true,true,32,32,31,55
X,10,XABN,84X429,The Charter High School for Law and Social Justice,10429,20,19,,,true,true,,,,,120,101,,,,,,
X,10,X435,10X434,Belmont Preparatory High School,10434,30,41,,,true,true,,,,,114,127,true,true,,,,
X,10,X435,10X437,Fordham High School for the Arts,10437,46,46,,,true,true,,,,,193,168,true,true,,32,47,27
X,10,X435,10X439,Bronx High School for Law and Community Service,10439,23,27,,,true,true,,,,,138,140,true,true,65,90,,48
X,10,X444,10X535,Pre-K Center at Marion Avenue,10444,117,107,,,true,,,,,,126,115,,,,,,
X,10,X079,10X447,CRESTON ACADEMY,10447,98,94,,,true,true,,,,,334,323,true,true,,,89,83
X,10,X853,10X059,P.S. 059 The Community School of Technology,10457,48,42,,,true,true,,,true,true,49,43,true,,,,,
X,10,X115,10X459,EAST FORDHAM ACADEMY FOR THE ARTS,10459,9,10,,,true,true,,,,,165,186,true,true,43,61,69,65
X,10,XAZI,84X460,Atmosphere Academy Public Charter School,10460,82,77,,,true,,,,,,213,130,,,74,68,107,
X,10,XAES,84X460,Atmosphere Charter School Annex,10461,16,16,,,true,,,,,,89,94,,,,,74,67
X,10,X177,75X469,PS 469-BRONX SCHOOL FOR CONTINUOUS LEARNING,10469,46,45,,,true,,,,true,true,50,54,true,true,,,,
X,10,X475,10X477,Marble Hill High School for International Studies,10477,118,112,,,true,true,,,,,206,202,true,true,10,8,33,40
X,10,X896,10X279,"P.S. 279 Captain Manuel Rivera, Jr.",10479,24,2,,,true,true,,true,true,true,81,83,,,,,,
X,10,X445,10X445,Bronx High School of Science,10501,315,294,,,true,true,,,,,777,730,true,true,,,,
X,10,X430,10X503,Walton Yabc,10503,1,1,,,true,true,,,,,66,55,true,true,,,,
X,10,X475,10X504,Kennedy Yabc,10504,,,,,,,,,,,27,24,true,true,,,,
X,10,X440,10X440,DeWitt Clinton High School,10505,194,186,,,true,true,,,,,389,408,true,true,,,,
X,10,X435,10X438,Fordham Leadership Academy for Business and Techno,10513,29,48,,,true,true,,,,,172,164,true,true,,,,
X,10,X211,10X319,Providing Urban Learners Success In,10519,5,5,,,true,true,,,,,31,29,true,true,,,,
X,10,X660,10X524,Crotona International High School,10524,77,61,,,true,true,,,,,179,160,true,true,41,36,60,
X,10,X443,10X535,Pre-K Center at 3605 Sedgwick Avenue - Bronx,10536,27,20,,,true,,,,,,27,21,,,,,,
X,10,X143,10X237,"The Marie Curie School for Medicine, Nursing, and",10537,62,65,,,true,true,,,true,true,118,108,true,true,18,27,,21
X,10,X373,10X535,Pre-K Center at 3560 Webster Avenue - Bronx,10538,28,30,,,true,,,,,,38,35,,,,,,
X,10,X475,84X539,New Visions Charter High School for Advanced Math and Science,10539,42,23,,,true,true,,,,,173,132,true,true,,40,,18
X,10,X387,10X535,Pre-K Center at 5500 Broadway - Bronx,10540,40,34,,,true,,,,,,40,34,,,,,,
X,10,X475,10X546,Bronx Theatre High School,10546,58,60,,,true,true,,,,,153,148,true,true,35,33,,
X,10,X475,84X553,New Visions Charter High School for the Humanities,10553,74,61,,,true,true,,,,,171,141,true,true,,,,
X,10,X432,10X535,Pre-K Center at Webster Avenue,10555,32,54,,,true,,,,,,35,57,,,,,,
X,10,X660,10X565,High School for Energy and Technology,10565,86,81,,,true,true,,,,,176,185,true,true,59,65,55,29
X,10,X859,84X598,Kipp Freedom Charter School,10598,,66,,,,,,,,,,84,,,,46,,
X,10,X819,10X207,P.S. 207,10607,128,124,,,true,true,,,,,246,252,true,true,,45,,32
X,10,X283,10X228,Jonas Bronck Academy,10621,34,32,,,true,true,,,,,221,216,true,true,62,45,46,
X,10,X430,10X433,High School for Teaching and the Professions,10633,136,151,,,true,true,,,,,76,76,true,true,60,47,,
X,10,X430,10X442,"Celia Cruz Bronx High School of Music, The",10642,63,97,,,true,true,,,,,193,195,true,true,,,149,17
X,10,X430,10X342,International School for Liberal Arts,10643,113,143,,,true,true,,,,,256,260,true,true,78,74,149,72
X,10,X430,10X549,Discovery High School,10649,26,18,,,true,true,,,,,139,146,true,true,,,175,200
X,10,X440,10X668,DeWitt Clinton Campus YABC,10667,1,1,,,true,true,,,,,33,33,true,true,,,,
X,10,X430,10X268,Kingsbridge International High School,10668,95,79,,,true,true,,,,,204,180,true,true,62,47,,
X,10,X905,10X696,High School of American Studies at Lehman College,10696,10,17,,,true,true,,,,,15,18,,,,,,
X,10,XACM,10N001,NY League for Early Learning,10800,113,118,,,true,true,,,,,116,123,,,,,,
X,10,XAIF,75X723,P.S. 723,10802,23,23,,,true,,,,true,true,22,22,,,,,,
X,10,X864,10X205,P.S. 205 Fiorello Laguardia,10804,69,61,,,true,true,,,,,247,218,,,,,,
X,10,XARY,75X811,P.S. X811,10811,6,4,,,true,,,,,,6,4,,,,,,
X,10,XAUT,84X398,Bronx Community Charter School,10814,140,140,,,true,true,,,,,338,334,,true,110,84,84,
X,10,X368,75X721,P.S. X721 - Stephen McSweeney School,10821,42,43,,,true,,,,true,,43,44,true,true,,,,
X,10,XAUN,75X721,P.S. X721 - Stephen McSweeney School,10823,10,9,,,true,,,,true,,10,9,,,,,,
X,10,XAUE,75X721,P.S. X721 - Stephen McSweeney School,10825,9,8,,,true,,,,true,,9,,,,,,,
X,10,XAEY,10N902,The Shield Institute,10842,142,142,,,true,true,,,,,136,135,,,,,,
X,10,X843,10X246,P.S. 246 Poe Center,10846,156,139,,,true,true,,,,,475,409,true,true,195,221,234,91
X,10,X440,79Q950,GED Plus - Citywide,10850,48,43,,,true,,,,true,true,25,11,true,true,,,,
X,10,X781,10X051,P.S. 051 Bronx New School,10860,107,100,,,true,true,true,true,,true,170,168,true,true,38,53,,
X,10,X842,75X168,P168X @ PS 842X,10868,35,38,,,true,,,,,true,38,42,,,,,,
X,10,X440,75X168,P.S. 168 @ Dewitt Clinton HS,10869,1,5,,,true,,,,,true,4,11,true,true,,,,
X,10,X015,10X291,P.S. 291,10884,92,75,,,true,true,,,,,401,390,true,true,126,64,,25
X,10,X361,10X094,PS 94 Annex,10894,91,89,,,true,,,,,,422,397,true,true,,,,
X,10,X026,75X010,P010X @ PS 396,10910,23,23,,,true,,,,,,24,24,true,true,,,,
X,10,XAAI,10N706,Aquinas High School,10921,66,43,,,true,true,,,,,196,157,true,true,,,,
X,10,XAXS,75X721,P721X @ Montefiore Hospital,10922,10,10,,,true,,,,true,,6,6,,,,,,
X,10,XAPI,10N796,St. Dominics Torch,10928,59,56,,,true,,,,,,59,56,,,,,,
X,10,XAZW,79Q950,Pathways to Graduation @ Argus,10953,8,5,,,true,,,,true,true,9,5,,,,,,
X,10,X034,75X754,P754X@ X034,10954,3,6,,,true,,,,,,5,7,true,true,,,,
X,10,XATD,79Q950,Pathways to Graduation at Future Now at Bronx Community College,10955,25,13,,,true,,,,true,true,25,13,,,,,,
X,10,XADV,10N736,SAINT JOHN SCHOOL,10962,133,163,,,true,true,,,,,144,157,,,,,,
X,10,XAAE,10N705,Academy Of Mount Saint Ursula,10964,85,80,,,true,true,,,,,228,233,true,true,,,,
X,10,X440,79M984,LYFE [Babies],10984,9,5,,,true,,,,,,8,6,true,true,8,4,,
X,10,X435,79M984,LYFE [Babies],10985,4,4,,,true,,,,,,4,6,true,true,4,6,,
X,11,X415,75X010,P.S. X010,11010,9,9,,,true,,,,,,9,8,true,true,,,,
X,11,XAMF,75X012,P012X @ The VA Medical Center,11013,5,6,,,true,,,,,true,,5,,,,,,
X,11,X016,11X016,P.S. 016 Wakefield,11016,,145,199,199,,true,true,true,true,true,282,246,,,66,84,,
X,11,X019,11X019,P.S. 019 Judith K. Weiss,11019,170,149,,,true,true,true,true,true,true,229,247,true,true,24,24,,
X,11,X021,11X021,P.S. 021 Philip H. Sheridan,11021,38,,314,314,true,,true,true,true,true,482,446,true,true,71,77,99,110
X,11,X041,11X041,P.S. 041 Gun Hill Road,11041,214,168,,,true,true,,,,,631,671,true,true,77,64,88,94
X,11,X068,11X068,P.S. 068 Bronx,11068,189,194,,,true,true,true,true,true,true,504,508,true,,122,78,,90
X,11,X076,11X076,P.S. 076 The Bennington School,11076,,130,135,135,,true,true,true,true,true,694,634,true,true,63,107,26,
X,11,X078,11X078,P.S. 078 Anne Hutchinson,11078,297,275,,,true,true,true,true,true,true,628,631,true,true,105,118,,
X,11,X083,11X083,P.S. 083 Donald Hertz,11083,123,71,1,1,true,true,,true,,true,532,459,true,true,94,76,69,
X,11,X087,11X087,P.S. 087 Bronx,11087,147,165,,,true,true,,,,,448,450,,,39,69,,
X,11,X089,11X089,P.S. 089 Bronx,11089,184,184,1,1,true,true,,,,,897,872,true,true,73,80,154,75
X,11,X096,11X096,P.S. 096 Richard Rodgers,11096,380,258,,,true,true,true,true,true,true,721,662,true,true,155,145,128,61
X,11,X097,11X097,P.S. 097 Bronx,11097,109,185,,,true,true,true,true,,true,449,446,true,true,108,105,49,14
X,11,X103,11X103,P.S. 103 Hector Fontanez,11103,432,363,,,true,true,true,true,true,true,756,723,true,true,49,,56,54
X,11,X105,11X105,P.S. 105 Sen Abraham Bernstein,11105,156,200,,,true,true,true,true,true,true,751,749,true,true,13,78,76,
X,11,X106,11X106,P.S. 106 Parkchester,11106,256,288,,,true,true,true,true,true,true,780,798,true,true,41,53,107,70
X,11,X108,11X108,P.S. 108 Philip J. Abinanti,11108,90,159,,,true,true,true,true,,true,443,447,true,true,65,61,63,85
X,11,X111,11X111,P.S. 111 Seton Falls,11111,192,188,1,1,true,true,,,,,508,456,true,true,102,87,107,70
X,11,X112,11X112,P.S. 112 Bronxwood,11112,265,252,,,true,true,,,,,354,368,true,true,16,50,47,55
X,11,X121,11X121,P.S. 121 Throop,11121,155,148,,,true,true,,,,,586,558,true,true,152,144,15,47
X,11,XACP,84X124,ERROR: #N/A,11124,203,,,,true,true,,,,,204,,,,15,,,
X,11,XBPS,84X606,Emblaze Academy Charter School,11126,,59,,,,true,,,,,,71,,,,68,,
X,11,X127,11X127,J.H.S. 127 The Castle Hill,11127,36,,,,true,,,,,,343,280,true,true,165,82,111,105
X,11,X144,11X144,J.H.S. 144 Michelangelo,11144,89,79,,,true,true,,,,,267,248,true,true,47,56,,
X,11,X153,11X153,P.S. 153 Helen Keller,11153,119,143,,,true,true,true,true,true,true,400,425,,,38,69,97,102
X,11,X160,11X160,P.S. 160 Walt Disney,11160,91,120,,,true,true,,true,,,253,243,true,true,,,112,116
X,11,X194,75X168,P168X @ PS 194X,11168,37,35,,,true,,,,,true,39,39,true,true,,,,
X,11,X169,11X169,BAYCHESTER ACADEMY,11169,227,238,,,true,true,,true,,true,367,381,true,true,32,54,,
X,11,X175,11X175,P.S. 175 City Island,11175,45,42,,,true,true,,true,,,141,133,,true,42,39,43,
X,11,X181,75X176,P.S. X176,11176,149,134,,,true,true,,,,true,151,146,true,true,,,,
X,11,X178,11X178,P.S. 178 - Dr. Selman Waksman,11178,137,145,,,true,true,true,true,true,true,253,268,,,54,64,74,83
X,11,X180,11X180,M.S. 180 Dr. Daniel Hale Williams,11180,151,132,,,true,true,,,,,570,499,true,true,32,57,32,28
X,11,X181,11X181,I.S. 181 Pablo Casals,11181,78,89,,,true,true,,,,,392,461,true,true,95,58,59,50
X,11,X189,11X189,Cornerstone Academy for Social Action,11189,201,205,,,true,true,,true,,,290,294,true,true,104,66,123,97
X,11,X194,11X194,PS/MS 194,11194,81,74,,,true,true,,true,,true,1068,1024,true,true,36,65,,
X,11,X425,11X253,Bronx HS for Writing & Communication,11253,21,22,,,true,true,,,,,112,101,true,true,36,35,56,30
X,11,XACO,84X579,Bronx Charter School for Excellence 2,11255,66,94,,,true,true,,,,,95,162,,,,,,
X,11,X425,11X265,Bronx Lab School,11265,32,31,,,true,true,,,,,122,103,true,true,85,83,37,21
X,11,X362,11X270,Academy for Scholarship and Entrepreneurship: A College Board School,11270,40,28,,,true,true,,,,,85,72,true,true,,,,
X,11,X425,11X275,HS of Computers & Technology,11275,98,84,,,true,true,,,,,214,204,true,true,53,74,,37
X,11,X113,11X287,North Bronx School of Empowerment,11287,76,70,,,true,true,,,,,246,249,true,true,39,20,114,101
X,11,X415,11X288,Collegiate Institute for Math and Science,11288,73,53,,,true,true,,,,,237,202,true,true,,41,,
X,11,X425,11X290,Bronx Academy of Health Careers,11290,68,68,,,true,true,,,,,117,122,true,true,41,44,73,42
